,title,author_name,book_id,url,is_ebook,is_eng,num_pages,publication_year,publication_month,publication_day,average_rating,to_read,ratings_count,text_reviews_count,author_average_rating,author_ratings_count,author_text_reviews_count
14713,"Darkness Moves: An Henri Michaux Anthology, 1927-1984",Henri Michaux,385278,https://www.goodreads.com/book/show/385278.Darkness_Moves,0,0,270.0,1997.0,10.0,31.0,4.37,913,234,17,4.03,1691,140
14714,The Lost Country of Sight,Neil Aitken,5501215,https://www.goodreads.com/book/show/5501215-the-lost-country-of-sight,0,0,78.0,2008.0,11.0,1.0,4.47,15,30,6,4.42,88,20
14716,Soap Is Political,Ruth Goring,25441261,https://www.goodreads.com/book/show/25441261-soap-is-political,0,1,116.0,2015.0,4.0,8.0,4.25,6,8,2,4.56,45,9
14720,Ancient Acid Flashes Back: Poems,Adrian C. Louis,1505486,https://www.goodreads.com/book/show/1505486.Ancient_Acid_Flashes_Back,0,0,88.0,2000.0,9.0,1.0,4.0,11,19,1,4.16,315,35
14721,Ceremonies Of The Damned: Poems,Adrian C. Louis,1469087,https://www.goodreads.com/book/show/1469087.Ceremonies_Of_The_Damned,0,0,80.0,1997.0,9.0,1.0,4.35,22,34,4,4.16,315,35
14728,Veils,Helene Cixous,153356,https://www.goodreads.com/book/show/153356.Veils,0,0,120.0,2002.0,8.0,1.0,4.15,158,76,4,4.11,3503,335
14729,The Book of Promethea,Helene Cixous,153360,https://www.goodreads.com/book/show/153360.The_Book_of_Promethea,0,1,211.0,1991.0,2.0,1.0,4.12,610,137,21,4.11,3503,335
14730,The Third Body,Helene Cixous,354962,https://www.goodreads.com/book/show/354962.The_Third_Body,0,0,161.0,1999.0,8.0,18.0,4.14,223,46,4,4.11,3503,335
14731,FirstDays of the Year,Helene Cixous,642177,https://www.goodreads.com/book/show/642177.FirstDays_of_the_Year,0,1,216.0,1998.0,7.0,1.0,4.33,53,31,5,4.11,3503,335
14732,Like a Beggar,Ellen Bass,18406158,https://www.goodreads.com/book/show/18406158-like-a-beggar,0,0,70.0,2014.0,3.0,25.0,4.49,239,212,36,4.2,7828,290
14734,Mules of Love,Ellen Bass,831807,https://www.goodreads.com/book/show/831807.Mules_of_Love,0,0,96.0,2002.0,4.0,1.0,4.29,138,143,18,4.2,7828,290
14735,The Human Line,Ellen Bass,1543949,https://www.goodreads.com/book/show/1543949.The_Human_Line,0,0,96.0,2007.0,6.0,1.0,4.32,282,236,34,4.2,7828,290
14736,Poetry of the Civil War,John Boyes,993609,https://www.goodreads.com/book/show/993609.Poetry_of_the_Civil_War,0,0,192.0,2007.0,2.0,6.0,3.95,15,19,2,3.98,158,10
14737,Best Loved Poems,John Boyes,7628041,https://www.goodreads.com/book/show/7628041-best-loved-poems,0,0,662.0,2007.0,9.0,27.0,4.25,3,17,4,3.98,158,10
14738,The Wrong End of the Rainbow: Poems,Charles Wright,984838,https://www.goodreads.com/book/show/984838.The_Wrong_End_of_the_Rainbow,0,0,32.0,2005.0,4.0,1.0,3.95,12,21,3,4.11,2897,258
14739,The Other Side of the River,Charles Wright,336320,https://www.goodreads.com/book/show/336320.The_Other_Side_of_the_River,0,0,73.0,1984.0,1.0,12.0,4.48,20,26,2,4.11,2897,258
14740,Caribou: Poems,Charles Wright,17934531,https://www.goodreads.com/book/show/17934531-caribou,0,0,96.0,2014.0,3.0,18.0,4.11,243,166,31,4.11,2897,258
14741,Country Music: Selected Early Poems,Charles Wright,622906,https://www.goodreads.com/book/show/622906.Country_Music,0,1,182.0,1991.0,12.0,1.0,4.35,66,99,8,4.11,2897,258
14742,The Best American Poetry 2008,Charles Wright,4162276,https://www.goodreads.com/book/show/4162276-the-best-american-poetry-2008,0,0,224.0,2008.0,9.0,16.0,3.57,84,151,18,4.11,2897,258
14743,Negative Blue: Selected Later Poems,Charles Wright,322117,https://www.goodreads.com/book/show/322117.Negative_Blue,0,0,224.0,2001.0,4.0,9.0,4.39,106,153,13,4.11,2897,258
14744,Black Zodiac,Charles Wright,405329,https://www.goodreads.com/book/show/405329.Black_Zodiac,0,1,96.0,1998.0,3.0,4.0,4.01,742,665,39,4.11,2897,258
14746,Bye-and-Bye: Selected Late Poems,Charles Wright,10790156,https://www.goodreads.com/book/show/10790156-bye-and-bye,0,0,384.0,2011.0,4.0,12.0,4.41,57,42,4,4.11,2897,258
14747,Zone Journals,Charles Wright,761293,https://www.goodreads.com/book/show/761293.Zone_Journals,0,0,112.0,1988.0,1.0,1.0,4.46,18,8,2,4.11,2897,258
14748,A Short History of the Shadow: Poems,Charles Wright,322145,https://www.goodreads.com/book/show/322145.A_Short_History_of_the_Shadow,0,0,96.0,2003.0,4.0,2.0,4.31,87,127,8,4.11,2897,258
14749,Sestets,Charles Wright,6266464,https://www.goodreads.com/book/show/6266464-sestets,0,1,96.0,2009.0,3.0,31.0,4.07,51,94,10,4.11,2897,258
14751,Scar Tissue: Poems,Charles Wright,96648,https://www.goodreads.com/book/show/96648.Scar_Tissue,0,0,88.0,2006.0,7.0,25.0,4.06,114,129,13,4.11,2897,258
14752,Buffalo Yoga: Poems,Charles Wright,322124,https://www.goodreads.com/book/show/322124.Buffalo_Yoga,0,0,96.0,2005.0,4.0,1.0,3.97,23,81,10,4.11,2897,258
14753,China Trace,Charles Wright,885042,https://www.goodreads.com/book/show/885042.China_Trace,0,0,65.0,1977.0,1.0,1.0,4.3,6,19,4,4.11,2897,258
14754,Chickamauga: Poems,Charles Wright,322123,https://www.goodreads.com/book/show/322123.Chickamauga,0,0,96.0,1996.0,4.0,30.0,4.14,58,116,8,4.11,2897,258
14755,The Southern Cross,Charles Wright,984851,https://www.goodreads.com/book/show/984851.The_Southern_Cross,0,0,65.0,1981.0,10.0,12.0,4.71,21,21,2,4.11,2897,258
14756,Appalachia: Poems,Charles Wright,322119,https://www.goodreads.com/book/show/322119.Appalachia,0,0,80.0,1999.0,11.0,29.0,4.08,116,182,15,4.11,2897,258
14757,Zone Journals,Charles Wright,1201593,https://www.goodreads.com/book/show/1201593.Zone_Journals,0,0,112.0,1989.0,1.0,1.0,4.46,18,29,3,4.11,2897,258
14760,Rimbaud and Jim Morrison: The Rebel as Poet,Wallace Fowlie,162520,https://www.goodreads.com/book/show/162520.Rimbaud_and_Jim_Morrison,0,0,144.0,1994.0,6.0,17.0,3.7,265,232,15,4.18,1874,122
14761,Bluestone: New and Selected Poems,James Lasdun,22929519,https://www.goodreads.com/book/show/22929519-bluestone,0,0,176.0,2015.0,5.0,5.0,3.9,211,10,2,3.27,7240,1133
14762,Landscape With Chainsaw,James Lasdun,662405,https://www.goodreads.com/book/show/662405.Landscape_With_Chainsaw,0,0,80.0,2003.0,1.0,17.0,4.06,15,14,4,3.27,7240,1133
14764,The Reproduction Of Profiles,Rosmarie Waldrop,1915465,https://www.goodreads.com/book/show/1915465.The_Reproduction_Of_Profiles,0,0,86.0,1987.0,11.0,1.0,4.7,41,5,1,4.31,1917,107
14767,"Love, Like Pronouns",Rosmarie Waldrop,675254,https://www.goodreads.com/book/show/675254.Love_Like_Pronouns,0,0,120.0,2003.0,10.0,1.0,4.28,21,40,3,4.31,1917,107
14770,Dichten = No. 10: 16 New (to American Readers) German Poets,Rosmarie Waldrop,6051888,https://www.goodreads.com/book/show/6051888-dichten-no-10,0,0,142.0,2008.0,10.0,15.0,4.5,8,4,1,4.31,1917,107
14771,"Curves to the Apple: The Reproduction of Profiles, Lawn of Excluded Middle, Reluctant Gravities",Rosmarie Waldrop,195609,https://www.goodreads.com/book/show/195609.Curves_to_the_Apple,0,0,196.0,2006.0,9.0,17.0,4.61,127,131,6,4.31,1917,107
14772,"Against Language?: ""Dissatisfaction with Language"" as Theme and as Impulse Towards Experiments in Twentieth Century Poetry",Rosmarie Waldrop,405109,https://www.goodreads.com/book/show/405109.Against_Language_,0,0,132.0,2013.0,7.0,16.0,3.88,15,8,1,4.31,1917,107
14773,Blindsight,Rosmarie Waldrop,48490,https://www.goodreads.com/book/show/48490.Blindsight,0,0,114.0,2003.0,10.0,29.0,4.27,55,64,4,4.31,1917,107
14776,The American Night,Jim Morrison,124774,https://www.goodreads.com/book/show/124774.The_American_Night,0,1,211.0,1990.0,8.0,22.0,3.94,1190,68,3,3.96,9338,338
14779,Los poemas ocultos,Jim Morrison,12588597,https://www.goodreads.com/book/show/12588597-los-poemas-ocultos,0,0,120.0,1996.0,10.0,1.0,3.94,1190,39,3,3.96,9338,338
14784,"Wilderness: The Lost Writings, Vol. 1",Jim Morrison,12381,https://www.goodreads.com/book/show/12381.Wilderness,0,1,214.0,1989.0,12.0,17.0,3.94,1223,2637,107,3.96,9338,338
14787,The Lords and New Creatures. Jim Morrison,Jim Morrison,12957956,https://www.goodreads.com/book/show/12957956-the-lords-and-new-creatures-jim-morrison,0,0,80.0,2012.0,1.0,16.0,3.91,1713,27,4,3.96,9338,338
14790,Notes to Self,Stacy Morris,32814910,https://www.goodreads.com/book/show/32814910-notes-to-self,0,1,76.0,2016.0,8.0,24.0,4.82,45,11,5,4.82,11,5
14794,The Bill Martin Jr Big Book of Poetry,Bill Martin Jr.,3128710,https://www.goodreads.com/book/show/3128710-the-bill-martin-jr-big-book-of-poetry,0,1,176.0,2008.0,11.0,4.0,4.24,176,204,62,4.19,343925,8946
14795,Princes & Pumpkins,David Hatfield Sparks,18233513,https://www.goodreads.com/book/show/18233513-princes-pumpkins,0,0,82.0,2013.0,7.0,12.0,4.6,232,5,4,4.03,137,19
14800,Obra Completa/ Complete Works,Garcilaso de la Vega,3188021,https://www.goodreads.com/book/show/3188021-obra-completa-complete-works,0,0,399.0,2004.0,9.0,16.0,4.03,153,15,1,3.84,555,39
14803,Églogas,Garcilaso de la Vega,10490544,https://www.goodreads.com/book/show/10490544-glogas,0,0,98.0,2014.0,1.0,1.0,3.32,7,2,1,3.84,555,39
14806,Brand New Ancients,Kate Tempest,18994669,https://www.goodreads.com/book/show/18994669-brand-new-ancients,0,1,48.0,2013.0,8.0,29.0,4.18,2694,87,13,4.03,5905,818
14807,Let Them Eat Chaos,Kate Tempest,32500637,https://www.goodreads.com/book/show/32500637-let-them-eat-chaos,0,1,72.0,2016.0,10.0,6.0,4.37,1708,143,33,4.03,5905,818
14808,Brand New Ancients,Kate Tempest,23168852,https://www.goodreads.com/book/show/23168852-brand-new-ancients,0,0,64.0,2015.0,3.0,10.0,4.18,2694,778,125,4.03,5905,818
14809,Hold Your Own,Kate Tempest,23168851,https://www.goodreads.com/book/show/23168851-hold-your-own,0,0,108.0,2015.0,3.0,10.0,4.22,3875,72,8,4.03,5905,818
14812,Hold Your Own: Gedichte,Kate Tempest,30835806,https://www.goodreads.com/book/show/30835806-hold-your-own,0,0,200.0,2016.0,6.0,13.0,4.22,3878,10,3,4.03,5905,818
14813,Wasted,Kate Tempest,17845830,https://www.goodreads.com/book/show/17845830-wasted,1,0,64.0,2013.0,12.0,2.0,3.94,209,87,7,4.03,5905,818
14816,Hold Your Own,Kate Tempest,23780641,https://www.goodreads.com/book/show/23780641-hold-your-own,0,1,111.0,2014.0,10.0,9.0,4.22,3878,1354,169,4.03,5905,818
14818,Let Them Eat Chaos,Kate Tempest,30841115,https://www.goodreads.com/book/show/30841115-let-them-eat-chaos,0,0,80.0,2017.0,1.0,3.0,4.37,1708,439,65,4.03,5905,818
14821,Pam Ayres: The Works: The Classic Collection,Pam Ayres,4861120,https://www.goodreads.com/book/show/4861120-pam-ayres,0,0,256.0,2008.0,9.0,1.0,4.08,15,25,3,3.99,447,82
14824,The Works Selected Poems,Pam Ayres,419538,https://www.goodreads.com/book/show/419538.The_Works_Selected_Poems,0,1,159.0,1993.0,4.0,3.0,4.38,17,21,3,3.99,447,82
14826,Pam Ayres - The Works: The Classic Collection,Pam Ayres,10105444,https://www.goodreads.com/book/show/10105444-pam-ayres---the-works,0,1,256.0,2010.0,2.0,1.0,4.0,27,45,9,3.99,447,82
14827,You Made Me Late Again!: My New Collection,Pam Ayres,23278420,https://www.goodreads.com/book/show/23278420-you-made-me-late-again,0,0,192.0,2015.0,12.0,1.0,3.87,17,14,1,3.99,447,82
14829,The Winged Seed: A Remembrance,Li-Young Lee,221305,https://www.goodreads.com/book/show/221305.The_Winged_Seed,0,0,205.0,1999.0,4.0,1.0,3.77,87,270,37,4.2,6957,415
14830,The Winged Seed: A Remembrance,Li-Young Lee,16057106,https://www.goodreads.com/book/show/16057106-the-winged-seed,0,0,200.0,2013.0,4.0,2.0,3.77,86,8,1,4.2,6957,415
14832,Breaking the Alabaster Jar: Conversations with Li-Young Lee,Li-Young Lee,220060,https://www.goodreads.com/book/show/220060.Breaking_the_Alabaster_Jar,0,0,191.0,2006.0,9.0,1.0,4.39,123,121,20,4.2,6957,415
14833,Rose,Li-Young Lee,220061,https://www.goodreads.com/book/show/220061.Rose,0,0,71.0,1993.0,3.0,1.0,4.28,1651,2284,107,4.2,6957,415
14834,Book of My Nights,Li-Young Lee,220062,https://www.goodreads.com/book/show/220062.Book_of_My_Nights,0,1,64.0,2001.0,9.0,1.0,4.16,832,1037,68,4.2,6957,415
14835,The City in Which I Love You,Li-Young Lee,220063,https://www.goodreads.com/book/show/220063.The_City_in_Which_I_Love_You,0,1,89.0,1990.0,6.0,1.0,4.23,1789,2352,86,4.2,6957,415
14836,The City in Which I Love You,Li-Young Lee,1222433,https://www.goodreads.com/book/show/1222433.The_City_in_Which_I_Love_You,0,0,89.0,1990.0,9.0,1.0,4.23,1789,17,4,4.2,6957,415
14840,Young Poets: An Australian Anthology,John     Leonard,17055980,https://www.goodreads.com/book/show/17055980-young-poets,0,1,162.0,2011.0,9.0,1.0,3.25,3,1,1,3.85,47,9
14842,رسائلي إليه,dyn `md,13617731,https://www.goodreads.com/book/show/13617731,0,0,30.0,2012.0,4.0,26.0,2.84,505,426,52,3.24,12666,1264
14843,قلب اجهده العشق,dyn `md,15840839,https://www.goodreads.com/book/show/15840839,1,0,62.0,2012.0,8.0,22.0,3.05,792,465,43,3.24,12666,1264
14844,Fleur,Darshana Suresh,32817552,https://www.goodreads.com/book/show/32817552-fleur,1,1,53.0,2016.0,9.0,23.0,4.77,45,5,1,4.34,256,48
14845,Howling at the Moon,Darshana Suresh,28822274,https://www.goodreads.com/book/show/28822274-howling-at-the-moon,0,1,112.0,2016.0,2.0,12.0,4.34,1027,120,28,4.34,256,48
14846,Ocean Deep,Darshana Suresh,36390749,https://www.goodreads.com/book/show/36390749-ocean-deep,1,1,29.0,2017.0,10.0,10.0,4.59,30,17,5,4.34,256,48
14847,on the border,Darshana Suresh,33134055,https://www.goodreads.com/book/show/33134055-on-the-border,1,1,17.0,2016.0,9.0,10.0,4.36,37,28,6,4.34,256,48
14848,Wolf Blood,Darshana Suresh,33134032,https://www.goodreads.com/book/show/33134032-wolf-blood,1,1,24.0,2016.0,6.0,1.0,4.0,13,21,1,4.34,256,48
14849,Howling at the Moon,Darshana Suresh,29091259,https://www.goodreads.com/book/show/29091259-howling-at-the-moon,1,1,106.0,2016.0,2.0,12.0,4.34,1028,29,3,4.34,256,48
14850,Sugarplum,Darshana Suresh,33134072,https://www.goodreads.com/book/show/33134072-sugarplum,1,1,8.0,2016.0,1.0,22.0,4.05,16,20,1,4.34,256,48
14851,Nilling: Prose,Lisa Robertson,13598539,https://www.goodreads.com/book/show/13598539-nilling,0,1,87.0,2012.0,4.0,24.0,4.26,89,66,8,4.24,3085,404
14852,Cinema of the Present,Lisa Robertson,20702525,https://www.goodreads.com/book/show/20702525-cinema-of-the-present,0,0,112.0,2014.0,10.0,7.0,4.24,76,75,3,4.24,3085,404
14853,Lisa Robertson's Magenta Soul Whip,Lisa Robertson,6192573,https://www.goodreads.com/book/show/6192573-lisa-robertson-s-magenta-soul-whip,0,1,104.0,2005.0,4.0,14.0,4.29,199,141,20,4.24,3085,404
14854,Occasional Work and Seven Walks from the Office for Soft Architecture,Lisa Robertson,404895,https://www.goodreads.com/book/show/404895.Occasional_Work_and_Seven_Walks_from_the_Office_for_Soft_Architecture,0,0,276.0,2006.0,6.0,19.0,4.38,169,11,3,4.24,3085,404
14855,The Weather,Lisa Robertson,404891,https://www.goodreads.com/book/show/404891.The_Weather,0,1,78.0,2001.0,1.0,1.0,4.34,183,211,19,4.24,3085,404
14859,Occasional Work and Seven Walks from the Office for Soft Architecture,Lisa Robertson,251677,https://www.goodreads.com/book/show/251677.Occasional_Work_and_Seven_Walks_from_the_Office_for_Soft_Architecture,0,0,274.0,2004.0,7.0,9.0,4.38,169,25,2,4.24,3085,404
14860,Occasional Work and Seven Walks from the Office for Soft Architecture: Third Edition,Lisa Robertson,9712033,https://www.goodreads.com/book/show/9712033-occasional-work-and-seven-walks-from-the-office-for-soft-architecture,0,1,240.0,2011.0,1.0,15.0,4.38,169,11,2,4.24,3085,404
14861,R’s Boat,Lisa Robertson,7942248,https://www.goodreads.com/book/show/7942248-r-s-boat,0,0,96.0,2010.0,4.0,2.0,4.34,38,12,1,4.24,3085,404
14862,Xeclogue,Lisa Robertson,404894,https://www.goodreads.com/book/show/404894.Xeclogue,0,0,82.0,1999.0,1.0,1.0,4.41,41,79,8,4.24,3085,404
14864,Debbie: An Epic,Lisa Robertson,404892,https://www.goodreads.com/book/show/404892.Debbie,0,0,96.0,1997.0,1.0,1.0,4.24,63,103,4,4.24,3085,404
14865,Song of the Simple Truth: The Complete Poems of Julia de Burgos,Julia de Burgos,165251,https://www.goodreads.com/book/show/165251.Song_of_the_Simple_Truth,0,0,524.0,1995.0,11.0,1.0,3.89,247,418,16,4.12,821,39
14866,Ivy in Bloom: The Poetry of Spring from Great Poets and Writers from the Past,Vanita Oelschlager,6270527,https://www.goodreads.com/book/show/6270527-ivy-in-bloom,0,0,40.0,2009.0,4.0,1.0,3.72,61,199,151,3.91,2168,1387
14867,Ivan's Great Fall: Poetry for Summer and Autumn from Great Poets and Writers of the Past,Vanita Oelschlager,7103636,https://www.goodreads.com/book/show/7103636-ivan-s-great-fall,0,0,44.0,2009.0,10.0,1.0,3.22,6,17,9,3.91,2168,1387
14869,A Peacock in the Land of Penguins: A Tale of Diversity and Discovery,"Barbara ""B.J."" Gallagher Hateley",4661895,https://www.goodreads.com/book/show/4661895-a-peacock-in-the-land-of-penguins,0,1,117.0,1995.0,1.0,1.0,3.74,167,5,2,3.64,686,112
14871,Pigeonholed in the Land of Penguins: A Tale of Seeing Beyond Stereotypes--Lessons for Our Lives and Organizations,"Barbara ""B.J."" Gallagher Hateley",2665121,https://www.goodreads.com/book/show/2665121-pigeonholed-in-the-land-of-penguins,0,1,176.0,2000.0,4.0,10.0,3.75,167,6,1,3.64,686,112
14873,Peacock in the Land of Penguins,"Barbara ""B.J."" Gallagher Hateley",559029,https://www.goodreads.com/book/show/559029.Peacock_in_the_Land_of_Penguins,0,1,168.0,2001.0,1.0,1.0,3.75,167,25,4,3.64,686,112
14875,5 Meters of Poems,Carlos Oquendo De Amat,8050677,https://www.goodreads.com/book/show/8050677-5-meters-of-poems,0,0,1.0,2010.0,2.0,1.0,4.22,10,15,4,4.23,65,7
14887,دعای زنی در راه که تنها می‌رفت,syd `ly SlHy,566013,https://www.goodreads.com/book/show/566013._,0,0,99.0,2000.0,10.0,8.0,3.5,51,89,6,3.74,2593,232
14892,Once Removed: Poems,Elizabeth Bradfield,25620725,https://www.goodreads.com/book/show/25620725-once-removed,0,0,80.0,2015.0,9.0,3.0,4.22,19,18,5,4.33,146,24
14893,Approaching Ice: Poems,Elizabeth Bradfield,6756446,https://www.goodreads.com/book/show/6756446-approaching-ice,0,0,102.0,2010.0,2.0,10.0,4.31,38,65,8,4.33,146,24
14894,Interpretive Work,Elizabeth Bradfield,2679481,https://www.goodreads.com/book/show/2679481-interpretive-work,0,1,112.0,2008.0,3.0,1.0,4.36,41,56,9,4.33,146,24
14895,ديوان الإمام الشافعي,mHmd bn drys lshf`y,8680420,https://www.goodreads.com/book/show/8680420,0,0,158.0,2003.0,12.0,1.0,4.48,73,117,34,4.48,3943,450
14913,Wild Civility,David Biespiel,2195335,https://www.goodreads.com/book/show/2195335.Wild_Civility,0,0,80.0,2003.0,10.0,1.0,3.71,4,6,1,3.87,103,24
14914,Words in Rows Poetry and Prose,Cathy Callen,31952307,https://www.goodreads.com/book/show/31952307-words-in-rows-poetry-and-prose,0,0,142.0,2016.0,8.0,29.0,4.83,304,6,3,4.83,6,3
14918,Worshipping Walt: The Whitman Disciples,Michael  Robertson,2793399,https://www.goodreads.com/book/show/2793399-worshipping-walt,0,0,350.0,2008.0,3.0,23.0,3.83,29,20,5,3.8,30,9
14919,Worshipping Walt: The Whitman Disciples,Michael  Robertson,7401434,https://www.goodreads.com/book/show/7401434-worshipping-walt,0,0,350.0,2010.0,4.0,1.0,3.83,29,3,1,3.8,30,9
14921,Transformations,Anne Sexton,3868791,https://www.goodreads.com/book/show/3868791-transformations,0,0,111.0,1971.0,1.0,1.0,4.21,2306,36,12,4.23,26083,1075
14922,The Awful Rowing Toward God,Anne Sexton,691014,https://www.goodreads.com/book/show/691014.The_Awful_Rowing_Toward_God,0,1,86.0,1975.0,1.0,1.0,4.24,447,561,46,4.23,26083,1075
14925,The Book of Folly,Anne Sexton,607216,https://www.goodreads.com/book/show/607216.The_Book_of_Folly,0,0,105.0,1972.0,1.0,1.0,3.96,106,151,11,4.23,26083,1075
14926,Words for Dr. Y: Uncollected Poems with Three Stories,Anne Sexton,607218,https://www.goodreads.com/book/show/607218.Words_for_Dr_Y,0,0,101.0,1978.0,1.0,1.0,3.96,46,69,6,4.23,26083,1075
14929,Anne Sexton: A Self-Portrait in Letters,Anne Sexton,47735,https://www.goodreads.com/book/show/47735.Anne_Sexton,0,0,433.0,2004.0,10.0,1.0,4.25,3136,1364,26,4.23,26083,1075
14930,Love Poems,Anne Sexton,47733,https://www.goodreads.com/book/show/47733.Love_Poems,0,1,80.0,1999.0,10.0,1.0,4.18,1631,1214,51,4.23,26083,1075
14931,The Complete Poems,Anne Sexton,47730,https://www.goodreads.com/book/show/47730.The_Complete_Poems,0,1,656.0,1999.0,4.0,28.0,4.28,19063,12049,269,4.23,26083,1075
14932,Love Poems,Anne Sexton,1100560,https://www.goodreads.com/book/show/1100560.Love_Poems,0,0,68.0,1989.0,9.0,25.0,4.18,1631,42,5,4.23,26083,1075
14933,45 Mercy Street,Anne Sexton,607207,https://www.goodreads.com/book/show/607207.45_Mercy_Street,0,0,113.0,1976.0,1.0,1.0,3.95,106,174,8,4.23,26083,1075
14935,"No Evil Star: Selected Essays, Interviews, and Prose",Anne Sexton,118282,https://www.goodreads.com/book/show/118282.No_Evil_Star,0,0,224.0,1985.0,9.0,30.0,4.09,137,117,6,4.23,26083,1075
14937,All My Pretty Ones,Anne Sexton,118271,https://www.goodreads.com/book/show/118271.All_My_Pretty_Ones,0,0,68.0,2008.0,10.0,30.0,4.27,567,607,37,4.23,26083,1075
14940,Love Poems,Anne Sexton,21795917,https://www.goodreads.com/book/show/21795917-love-poems,0,1,68.0,2000.0,3.0,21.0,4.18,1631,14,4,4.23,26083,1075
14941,Selected Poems,Anne Sexton,481821,https://www.goodreads.com/book/show/481821.Selected_Poems,0,0,266.0,2000.0,6.0,20.0,4.2,1323,1298,52,4.23,26083,1075
